declared_income,No_of_companies_worked,current_employer_tenure_months,earliest_start_year,total_experience,average_employement_tenure_months,total_assets,total_liabilities,net_worth,num_assets,num_liabilities,asset_to_liability_ratio,property_asset_value,investment_asset_value,family_size,dependents,Age,Gender,marital_status,Disability,Housing_type,Social_support
4753.433436781182,2,3,2013,11,5.5,42707.75007833818,5729.714189899355,36978.03588843882,2,1,7.453731314142278,25617.807259600446,5476.070126760412,5,2,35,Male,Single,No,Renting,1
1618.0634598747947,3,1,2024,1,0.3,145134.72570048308,40626.34409399627,104508.3816064868,2,1,3.572428898959948,68930.14569445563,32185.017561607314,2,1,21,Male,Married,No,Owned,1
3776.714339291751,5,1,2011,13,2.6,46679.80804922134,18790.60298584181,27889.20506337953,3,1,2.484210223822687,31418.144726303133,6341.883574099553,6,4,42,Female,Married,No,Living with Family,1
4498.505391099914,3,1,2017,7,2.3,126408.13689895101,52794.84184815173,73613.29505079928,1,0,2.394327409153445,69902.29416856973,18348.471625001235,2,1,31,Male,Single,No,Owned,1
6139.410414336498,2,13,1993,32,16.0,33631.09702990574,10016.646291871926,23614.45073803381,5,3,3.357520676076574,13967.610779483293,3532.2050142337384,3,1,67,Male,Single,No,Owned,1
3914.458457187284,1,2,2020,4,4.0,132024.23714014786,60453.76990281597,71570.46723733189,1,2,2.183887578101198,73323.88860248774,32291.29781551797,6,3,26,Female,Married,No,Owned,1
3290.603979098354,4,3,2009,16,4.0,33785.71062708535,6995.918407928817,26789.79221915653,1,1,4.829346006779374,14011.822723496809,8854.318485261347,1,0,43,Male,Married,No,Owned,1
2168.7021454878113,3,0,2024,0,0.0,76647.05383320292,20253.177563746056,56393.87626945687,5,3,3.784445852605569,31996.53924531736,19879.918403708794,1,0,19,Female,Single,No,Renting,1
4235.373722110023,2,2,2012,13,6.5,162450.0154140104,74635.83433056557,87814.18108344484,2,1,2.176568626465831,74700.91837309337,20389.691172493996,7,1,37,Male,Single,No,Owned,1
8096.277703551894,4,1,2008,17,4.2,84847.67187030283,38902.88550332451,45944.78636697832,3,0,2.181012302109365,54384.99610595878,23813.366718381494,4,1,45,Male,Single,No,Owned,1
5786.660552345549,4,7,1986,38,9.5,39152.962309560164,14654.370708146767,24498.591601413398,3,0,2.671760056390136,19581.146220748462,9179.637765338792,3,2,64,Female,Married,No,Living with Family,1
6439.369118532768,5,1,2021,3,0.6,128656.99355788126,57071.24124276765,71585.75231511361,1,3,2.2543226808508443,73535.23458146516,35960.366193218986,4,3,24,Female,Single,Yes,Owned,1
3949.918651003626,4,6,1994,30,7.5,39222.87518442472,5315.064626257644,33907.81055816708,5,3,7.379566937089472,17916.503256569926,7430.0716497645935,6,2,61,Female,Single,No,Owned,1
2669.825359846672,2,1,2021,3,1.5,48752.55738918065,21743.54262648709,27009.014762693558,4,3,2.2421625687523563,19766.34294966827,9135.789127210952,3,2,25,Female,Married,No,Renting,0
3408.3838038678987,2,7,2001,24,12.0,85970.52727145032,19622.597695083485,66347.92957636683,2,0,4.381200114651006,58619.52536994569,22086.456362154724,5,2,64,Female,Single,No,Renting,1
5094.303336263544,3,8,2001,24,8.0,223538.02132931794,38299.351504479055,185238.66982483887,1,0,5.836600687695078,121030.74947614396,26524.925734439777,2,1,52,Male,Married,No,Renting,0
2098.806734781115,3,2,2016,9,3.0,63851.87300133061,12498.872256317716,51353.0007450129,3,2,5.108610736385105,43009.37880464176,13036.94386751329,5,2,31,Male,Single,No,Renting,1
3620.114375385344,3,1,2011,13,4.3,72960.80284179942,19494.207447092853,53466.59539470657,5,3,3.7426914143503676,27824.711232079735,19500.733347355734,6,2,34,Female,Single,Yes,Owned,1
4370.458971043059,4,2,2000,25,6.2,132528.09954493926,26568.809550939397,105959.28999399988,5,2,4.988108303868415,47545.471614531285,35257.57848248441,3,2,53,Female,Single,No,Other,1
3448.612040905048,4,3,1981,43,10.8,73413.41601742529,16754.926223314935,56658.489794110355,1,1,4.381601866755374,47155.57805239937,21379.93743186082,6,0,67,Other,Married,No,Renting,1
2014.475474012756,5,3,2004,20,4.0,100001.17210459395,15399.319936886523,84601.85216770743,4,2,6.4938693730920996,57237.35937854544,23965.732770773266,2,0,57,Male,Divorced,No,Renting,1
5444.480547314637,3,1,2024,1,0.3,185623.27886574756,40553.24882534001,145070.03004040755,3,1,4.577272702988951,69540.3087786488,26275.740984295273,1,0,21,Male,Married,No,Living with Family,1
5068.807167326848,1,0,2024,0,0.0,62888.985657059,20685.038007505467,42203.947649553535,1,1,3.0403127919919717,25642.59903776527,6543.980252211087,1,0,19,Female,Single,No,Renting,1
6188.544801445194,5,1,2023,2,0.4,7471.963701288261,2067.8023173832457,5404.161383905015,4,2,3.6134806690534385,4634.601873589482,1463.6318591619915,6,4,23,Male,Married,No,Owned,1
3624.3613761213364,1,3,1995,29,29.0,38849.26388197233,9272.833847431022,29576.430034541307,5,3,4.1895783447834845,18707.763878979196,7876.329794749216,4,2,59,Female,Single,No,Owned,1
6159.884114571207,4,1,2023,2,0.5,215282.63691931198,85807.53674568862,129475.10017362336,2,1,2.508901258374939,122327.08243653052,31873.13624072699,3,1,21,Female,Single,No,Owned,1
7433.956291730328,5,1,2010,14,2.8,92238.11134737659,42190.080027284916,50048.03132009167,3,3,2.186251158749282,39417.10911039052,11524.182537241762,3,2,46,Male,Divorced,No,Renting,1
5533.322098355282,5,1,2011,14,2.8,64515.06964477613,25981.23073326327,38533.83891151286,3,0,2.483141399540351,29192.55167501119,14015.359098101051,1,0,35,Female,Single,No,Renting,1
4285.095558330009,2,2,2005,20,10.0,181636.34248560652,42284.991542684096,139351.35094292244,4,1,4.295527463976334,126470.66498682508,45926.95531928405,7,1,43,Female,Single,No,Owned,1
5477.620974263866,4,1,1998,26,6.5,76801.7825168735,30549.972439947203,46251.8100769263,1,0,2.513972235747334,30647.508225723825,22935.379345621743,5,1,61,Male,Single,No,Owned,1
4183.318916056634,4,1,2007,17,4.2,15633.554012321096,2513.751557836308,13119.802454484787,5,2,6.21921206317523,7857.151453810248,3934.348386001127,7,2,51,Female,Single,No,Renting,1
3813.5746634818724,5,1,2020,5,1.0,23567.23912628962,3585.2179877507288,19982.02113853889,4,3,6.573446637501416,15030.264514195103,6097.4688896561265,2,1,27,Female,Single,No,Owned,1
6214.890584254988,4,1,2005,19,4.8,119487.81545910297,28468.069393531543,91019.74606557144,2,2,4.1972574187364025,47280.048320946735,26680.694277022118,5,1,53,Female,Married,No,Renting,1
4861.424520319202,5,1,2017,7,1.4,75294.7854026729,31855.789158828407,43438.99624384449,2,1,2.3636138796393924,35093.8079031156,22376.445546423318,5,1,31,Male,Married,No,Owned,1
7017.643480175044,2,7,2003,21,10.5,274220.0637531842,54443.45920102611,219776.6045521581,2,0,5.036786195760609,149734.1679406058,62519.78252039338,6,4,48,Female,Divorced,No,Renting,1
4616.365516134645,5,3,1997,28,5.6,44830.13140657831,5617.276593794566,39212.85481278374,4,1,7.980759120194007,22077.730646740434,12196.066715105746,1,0,65,Male,Married,No,Other,1
4578.2381289949835,4,2,2016,9,2.2,61421.369963096906,9378.049032140521,52043.32093095638,5,2,6.549482707180685,29715.714474487886,17760.414728746186,7,0,32,Male,Single,No,Renting,1
4210.233507152792,4,1,2018,6,1.5,38767.80353045577,17193.442842134453,21574.360688321318,3,3,2.2548016640071027,17251.82347584649,11086.494684751568,7,0,25,Female,Single,No,Renting,1
3419.7248419691923,5,2,2014,10,2.0,47723.6610137386,16870.94955635519,30852.71145738341,1,3,2.8287477746480114,25515.86249679562,8412.873415804956,1,0,31,Male,Single,No,Renting,1
6411.637347924887,5,3,2006,19,3.8,21407.334504599545,4308.878250945894,17098.45625365365,3,1,4.96819201143596,11768.662431375866,2477.5224494906847,7,3,40,Male,Married,No,Renting,1
8488.56749692123,5,2,2003,21,4.2,75578.93671407389,24345.36088743461,51233.57582663928,5,1,3.1044492239621104,42423.65256132235,10155.900008812849,1,0,57,Female,Single,No,Living with Family,1
4556.659142150772,3,3,2012,13,4.3,74389.07239223804,23137.370729331404,51251.701662906635,3,0,3.215104830296664,24410.569026921985,8320.020589714975,6,2,38,Female,Married,No,Other,1
4079.2560844874906,4,1,2014,10,2.5,67236.9246496551,24351.492263000593,42885.43238665452,4,2,2.7611007951169464,37142.596324379825,8141.0056180478105,4,1,33,Female,Married,No,Renting,1
4112.014774439364,4,1,2001,23,5.8,374379.9999176808,72358.30263383564,302021.69728384516,2,1,5.173974323474748,255063.17394076352,51263.94667626452,5,1,62,Female,Married,No,Renting,0
4060.4001585994297,3,1,2016,8,2.7,294142.36458820046,131117.2519030057,163025.11268519476,5,0,2.2433536420195335,151893.49758762,49480.294224542966,6,2,35,Male,Married,Yes,Owned,1
7824.675529361202,5,5,1990,35,7.0,55202.08352377008,12351.324033804816,42850.75948996526,5,1,4.469325181064424,32354.318349322482,11521.112546120568,3,1,64,Male,Single,No,Living with Family,0
4092.279220360163,2,6,2008,17,8.5,16095.936021501991,6078.673079310547,10017.262942191444,3,3,2.647935793139844,8413.231849168807,3900.6313811562486,2,1,41,Male,Divorced,No,Owned,1
4282.09979866569,5,2,2009,16,3.2,70265.44352540205,7479.746524153783,62785.69700124826,4,0,9.39409421141467,45103.12452343737,9990.724917171327,4,3,43,Female,Married,No,Renting,1
3299.4686217735416,5,3,2009,16,3.2,92570.53876475286,23055.882392006366,69514.65637274648,3,0,4.015050787943284,62191.96478682712,21708.20613481358,3,2,42,Female,Single,Yes,Renting,1
5730.473160794606,3,7,1995,29,9.7,44256.44435932536,10651.814831581516,33604.62952774385,3,1,4.154826671236307,16538.100397033544,10659.244944985798,5,1,62,Female,Divorced,No,Owned,1
5099.15565677352,4,2,2004,20,5.0,43868.830993272124,13923.693717320546,29945.13727595158,5,2,3.1506604413957313,20826.464942557344,9288.104876337131,7,1,58,Female,Married,No,Renting,1
3464.2318362961596,5,2,2008,17,3.4,231960.90970892864,29944.878751158976,202016.03095776966,3,3,7.7462631135199,105995.19654702046,65116.89559244349,1,0,46,Male,Divorced,No,Owned,0
3730.755604022881,4,1,2017,7,1.8,59669.975696524074,24825.845516571633,34844.13017995244,2,2,2.403542536212652,27572.663332610005,7291.609139483338,5,2,32,Female,Married,No,Renting,1
7529.400055803337,1,4,2001,23,23.0,156400.44207837203,29264.449676889217,127135.99240148281,3,0,5.344383503028418,54772.947597737795,21180.419061954013,6,1,62,Male,Married,Yes,Owned,1
5049.061634403151,4,0,2025,0,0.0,39963.64758871309,14819.125014142119,25144.52257457097,2,2,2.696761620579836,24995.115134905296,7422.5667539871,2,1,18,Female,Single,Yes,Renting,1
5322.528093170947,2,5,2007,17,8.5,78509.76117065985,33074.97290317494,45434.78826748492,5,0,2.373690868938657,24676.128030027696,9840.613433170216,6,2,42,Male,Single,No,Owned,1
5198.480737539092,2,2,2020,4,2.0,63089.17582818057,20488.259217267554,42600.91661091302,4,2,3.079284343250053,32256.905281262952,13454.348979263968,4,0,24,Female,Married,Yes,Renting,1
7141.938082316765,5,1,2020,5,1.0,55950.80919728932,22176.286894440003,33774.52230284932,2,1,2.5230016848004073,31598.295319705972,10053.246618003921,4,2,26,Male,Married,No,Owned,1
3582.1784565189346,4,1,2009,15,3.8,170047.165196944,62023.7044591048,108023.4607378392,4,2,2.741647998614211,65125.98548184921,26683.65813725537,2,1,41,Male,Single,No,Renting,1
4405.406719735318,5,0,2024,0,0.0,26970.65600391774,6532.614343643554,20438.041660274183,4,0,4.128615985139405,17863.746370047087,3614.0129546055723,3,0,18,Male,Single,No,Owned,1
4976.552190006234,3,1,2001,23,7.7,100013.89435942957,42360.226425793175,57653.667933636396,2,3,2.3610330443968315,63550.79703045331,16709.08606490998,3,2,61,Female,Married,No,Owned,1
2458.2362620654135,2,2,2021,4,2.0,49609.55537670311,10808.957109240857,38800.59826746225,5,3,4.589670851250822,24230.968358969578,10993.074154050619,4,0,25,Female,Other,No,Owned,1
3805.787725127985,5,3,2007,18,3.6,99415.81576297102,32656.620853342683,66759.19490962834,1,3,3.044277489990057,46174.62733235909,21390.01286526213,4,0,41,Male,Married,No,Owned,1
6640.012240921406,3,1,2017,7,2.3,69536.28160098592,27686.502997572326,41849.77860341359,4,0,2.511558848984401,27440.906026391785,9229.189071158311,7,2,28,Male,Single,No,Owned,1
6490.320244495177,5,7,1989,35,7.0,170439.15747246583,42879.4861423088,127559.67133015703,4,2,3.974841417334408,100899.51930937819,21302.161206097273,1,0,68,Female,Single,No,Living with Family,1
6515.600312653047,4,2,2013,11,2.8,44031.73283873509,9735.726248206885,34296.00659052821,5,3,4.522696275159216,15529.882967042324,4638.098100712756,7,2,34,Male,Single,No,Renting,1
4176.364666202899,4,1,2019,6,1.5,178828.73255536088,50740.579176963205,128088.15337839768,5,3,3.524373104447163,102307.04190908397,18327.283893419422,7,2,25,Female,Divorced,No,Living with Family,1
4471.457139821745,4,3,2008,17,4.2,75186.88430050093,32118.739074715395,43068.14522578553,3,3,2.3409039852280427,47892.75166752382,20748.729517415944,3,2,52,Female,Single,No,Renting,1
2517.901757442951,4,4,2005,20,5.0,24038.614604117578,11345.473810907817,12693.14079320976,5,1,2.118784548337352,9408.440445821163,2620.636186902582,2,1,52,Male,Married,No,Renting,1
6597.901813474465,1,16,2004,20,20.0,149213.23622424697,47454.78764041731,101758.44858382965,4,0,3.144324179783324,96476.94556323125,36742.89726235925,3,2,50,Male,Single,Yes,Renting,1
6674.978403149144,3,1,2021,3,1.0,77573.5349833994,28282.262225944243,49291.27275745515,2,0,2.742833453833076,24306.05984601162,21285.946772052153,1,0,22,Other,Married,No,Renting,0
6985.881449803413,3,9,1988,36,12.0,25533.439173800398,11778.81675367431,13754.622420126088,1,0,2.1677422875124908,16982.672225491777,3054.094739736688,6,2,59,Male,Married,No,Owned,1
7626.1368802158595,4,3,2002,22,5.5,122874.4286830566,17130.998094657407,105743.43058839919,3,0,7.172636877554559,42679.80505486979,23009.500505722892,4,1,56,Male,Married,No,Owned,1
5963.162890234858,1,28,1991,33,33.0,182494.62920926133,35190.70052696553,147303.9286822958,2,0,5.185876566151942,101887.42145728985,53372.48814119727,4,1,58,Female,Single,No,Owned,1
7555.322754820038,4,1,2003,22,5.5,249377.21642388494,95651.12575514622,153726.0906687387,1,1,2.607154013662698,99759.1129168341,66540.7570969724,1,0,45,Female,Single,No,Owned,1
4729.288086263183,1,2,2021,3,3.0,59012.5646994385,25345.765811705343,33666.79888773316,1,2,2.328300716492257,37450.610253178274,11680.994642661364,7,1,24,Other,Single,No,Renting,1
2399.484452491675,4,1,2019,5,1.2,71812.18298194055,31799.26845951813,40012.91452242242,1,1,2.258296698660242,36259.41779849243,18133.59755589986,2,1,26,Female,Divorced,No,Renting,1
6331.0870158601765,2,1,2020,4,2.0,91385.41586000058,24312.438379343588,67072.97748065699,2,3,3.758792698376307,32359.25375938553,24370.25374142145,4,2,25,Male,Divorced,Yes,Renting,1
2384.166310986957,2,2,2016,9,4.5,196564.2459377937,26680.83680424216,169883.40913355153,3,1,7.367244415157948,103863.88484314886,33338.35611082154,5,3,29,Male,Married,No,Renting,0
5435.303074240048,5,2,2006,18,3.6,44983.075272305025,12375.41038570638,32607.664886598643,3,0,3.6348754401115095,20834.04824439356,12524.66389002409,7,2,51,Female,Married,No,Renting,1
6692.985703186383,4,2,1999,26,6.5,63628.92395263548,12235.449872674402,51393.47407996107,1,1,5.20037469931848,35923.56231455536,12350.034611159901,4,0,50,Female,Married,No,Renting,1
5776.388194052795,3,4,1996,29,9.7,45267.22528433944,9799.384740567222,35467.84054377222,2,0,4.619394633720567,29548.693453456417,9305.197495024106,5,0,65,Male,Single,No,Owned,1
8587.364605873412,5,2,2008,17,3.4,34241.35690019593,14001.531304465749,20239.825595730184,1,1,2.445543716298713,15879.622810823805,10270.40489452142,1,0,40,Female,Divorced,No,Owned,1
2201.106508779533,2,7,2010,15,7.5,76115.33302024289,9911.041023987855,66204.29199625504,5,0,7.679852483308232,31660.345689614478,20449.190523150362,1,0,41,Male,Married,No,Other,1
5135.708991196127,4,5,1999,26,6.5,268574.16862375214,115764.1918437801,152809.97677997203,3,3,2.3200107420624847,82131.60236522471,46289.83256907284,7,2,54,Female,Single,Yes,Living with Family,0
5306.183197878984,5,1,1996,28,5.6,70517.95316367593,19115.134741847938,51402.81842182799,4,0,3.6891161959373493,37369.97488848486,7197.705373870022,4,0,52,Male,Married,No,Owned,1
3333.8457757263795,4,7,1989,35,8.8,36129.75263324422,12227.232217029874,23902.52041621435,1,1,2.9548594474981296,16652.56092513068,8137.678141629268,3,0,61,Male,Single,No,Renting,1
3599.4008139135717,2,12,1992,33,16.5,82367.39264381908,11190.507477015362,71176.88516680372,5,3,7.360469827932005,37053.76952366355,19832.641975811865,5,0,57,Male,Single,No,Owned,1
3842.3070837601,5,2,2014,11,2.2,113639.97896525274,26698.9893238286,86940.98964142414,3,1,4.25634010287536,42407.50011467168,26155.438700209987,2,1,39,Male,Married,No,Owned,1
3550.5290589261067,2,10,2005,20,10.0,63412.97505948646,8616.57836206922,54796.396697417236,2,3,7.3594148854532335,29932.328069371186,18616.303733014396,4,0,44,Male,Single,No,Renting,1
5018.008024754198,1,1,2006,18,18.0,229528.64218301533,111233.5942633026,118295.04791971273,3,2,2.0634831024132407,159241.6426204988,62568.17784766731,2,1,52,Female,Married,No,Renting,1
4095.55264977176,2,0,2024,0,0.0,40549.00841116108,17148.364604531263,23400.643806629814,2,2,2.3645991525306416,16994.156796033916,7694.836861511664,4,1,18,Female,Single,No,Living with Family,1
5716.862576143512,4,3,2001,24,6.0,67976.94348352434,19295.466254778727,48681.477228745614,2,2,3.5229489967203635,36699.51225188232,7652.266323037711,3,1,52,Female,Single,No,Renting,1
6204.145699304594,3,2,2001,23,7.7,108905.49343245833,20631.167686423636,88274.3257460347,1,1,5.2786878129115165,66497.12281114286,21259.632382338612,3,1,54,Other,Single,Yes,Owned,1
6192.668439578334,2,9,1992,32,16.0,117029.09193728285,55399.47052637269,61629.621410910164,1,1,2.112458671993474,70178.03148680927,27835.229549599888,7,1,64,Male,Single,No,Owned,1
4494.810632222866,3,1,2014,11,3.7,79744.04300228004,18966.214599464383,60777.82840281566,3,3,4.204531304023738,34410.32926862527,17666.651716260327,7,3,31,Male,Married,Yes,Renting,1
5436.713444196708,1,1,2024,1,1.0,31672.228908692152,5206.717199324515,26465.511709367638,5,3,6.082955477743462,17240.58883113904,6576.022969427518,3,2,20,Female,Single,No,Renting,1
6552.6933742651,5,0,2024,0,0.0,515785.504683353,167767.3617957013,348018.1428876517,3,3,3.074409105338682,334489.9295669462,99940.55504133827,6,2,18,Male,Married,No,Renting,0
